account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,account_id,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,customer_id,customer_status,churn_label,churn_category,churn_reason,customer_id,gender,age,senior_citizen,married,num_dependents,zip_code,area_id,zip_code,city_name,latitude,longitude,population
UNWF-CVTGC,9967-ATRFS,19,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",UNWF-CVTGC,32.03,608.57,0,No,No,No,19.9,367.55,0,9967-ATRFS,Stayed,No,NULL,NULL,9967-ATRFS,Female,47,No,No,0,92233,392,92233,Calipatria,33.1438,-115.497,7857
UOHT-WTLJA,7634-WSWDB,8,0,Yes,DSL,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",UOHT-WTLJA,0,0,51,No,Yes,Yes,38.5,330.8,0,7634-WSWDB,Stayed,No,NULL,NULL,7634-WSWDB,Female,22,No,No,1,93270,677,93270,"Terra Bella",35.9391,-119.044,5868
UOLA-XLTCY,8938-UMKPI,47,0,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",UOLA-XLTCY,35.97,1690.59,25,Yes,Yes,Yes,106.4,5127.95,0,8938-UMKPI,Churned,Yes,Competitor,"Competitor had better devices",8938-UMKPI,Female,42,No,No,0,92882,600,92882,Corona,33.8194,-117.6,60294
UQCI-SGWJS,6092-QZVPP,36,0,Yes,Cable,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",UQCI-SGWJS,42.51,1530.36,52,Yes,Yes,Yes,79.2,2854.95,0,6092-QZVPP,Stayed,No,NULL,NULL,6092-QZVPP,Male,27,No,No,0,93704,824,93704,Fresno,36.7996,-119.801,26580
URIY-EPWXY,5951-AOFIH,33,0,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",URIY-EPWXY,45.72,1508.76,51,Yes,No,Yes,66.4,2245.4,0,5951-AOFIH,Stayed,No,NULL,NULL,5951-AOFIH,Male,19,No,No,0,95122,1103,95122,"San Jose",37.3289,-121.835,59841
URRQ-THSWC,6954-OOYZZ,18,10,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",URRQ-THSWC,45.92,826.56,17,No,No,No,44.35,768.05,0,6954-OOYZZ,Stayed,No,NULL,NULL,6954-OOYZZ,Male,41,No,Yes,0,90006,6,90006,"Los Angeles",34.048,-118.294,62784
USVC-OICMI,5730-RIITO,43,0,Yes,DSL,No,No,No,No,Yes,Yes,No,"Two Year",Yes,"Credit Card",USVC-OICMI,0,0,18,No,No,No,33.45,1500.25,0,5730-RIITO,Stayed,No,NULL,NULL,5730-RIITO,Female,73,Yes,No,0,95988,1516,95988,Willows,39.494,-122.286,8812
UUEL-GLNDL,9537-VHDTA,1,0,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,"Credit Card",UUEL-GLNDL,2.98,2.98,26,No,No,No,51.2,51.2,0,9537-VHDTA,Joined,No,NULL,NULL,9537-VHDTA,Female,42,No,No,3,92879,597,92879,Corona,33.8938,-117.531,44875
UUWQ-WOEOZ,6897-UUBNU,29,0,Yes,"Fiber Optic",No,Yes,No,Yes,No,Yes,No,Month-to-Month,No,"Credit Card",UUWQ-WOEOZ,12.92,374.68,24,Yes,No,No,89.65,2623.65,0,6897-UUBNU,Stayed,No,NULL,NULL,6897-UUBNU,Male,39,No,No,0,91602,235,91602,"North Hollywood",34.1514,-118.365,16996
UVWG-HASGH,5583-EJXRD,44,1,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",UVWG-HASGH,0,0,59,No,Yes,Yes,54.05,2375.2,47.45,5583-EJXRD,Stayed,No,NULL,NULL,5583-EJXRD,Male,19,No,Yes,2,92127,374,92127,"San Diego",33.0175,-117.118,20046
UWGJ-JDOEH,8812-ZRHFP,30,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",UWGJ-JDOEH,48.43,1452.9,58,No,Yes,Yes,86.45,2538.05,0,8812-ZRHFP,Stayed,No,NULL,NULL,8812-ZRHFP,Female,53,No,Yes,3,94133,914,94133,"San Francisco",37.8021,-122.411,26831
UXZX-WJHYJ,9585-KKMFD,41,5,No,None,No,Yes,No,No,No,No,No,"Two Year",Yes,"Credit Card",UXZX-WJHYJ,16.02,656.82,0,No,No,No,20,879.8,0,9585-KKMFD,Stayed,No,NULL,NULL,9585-KKMFD,Male,24,No,Yes,1,93451,723,93451,"San Miguel",35.8868,-120.609,2666
UYIJ-JJDZH,6050-IJRHS,70,2,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,"One Year",Yes,"Bank Withdrawal",UYIJ-JJDZH,5.93,415.1,19,Yes,Yes,Yes,106.5,7397,0,6050-IJRHS,Stayed,No,NULL,NULL,6050-IJRHS,Female,47,No,Yes,1,91709,243,91709,"Chino Hills",33.9429,-117.726,66754
UYNN-WKKXL,9938-PRCVK,41,1,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",UYNN-WKKXL,23.95,981.95,0,No,No,No,19.7,804.25,0,9938-PRCVK,Stayed,No,NULL,NULL,9938-PRCVK,Female,45,No,Yes,1,91381,220,91381,"Stevenson Ranch",34.3642,-118.616,9937
UYYN-GDJUL,8033-ATFAS,39,4,Yes,Cable,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",UYYN-GDJUL,48.14,1877.46,23,Yes,No,No,59.85,2341.5,0,8033-ATFAS,Stayed,No,NULL,NULL,8033-ATFAS,Female,32,No,Yes,2,94404,924,94404,"San Mateo",37.5561,-122.272,31882
UZJL-PHYRJ,8246-SHFGA,17,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",UZJL-PHYRJ,34.02,578.34,0,No,No,No,21.1,385.55,0,8246-SHFGA,Stayed,No,NULL,NULL,8246-SHFGA,Male,24,No,No,0,96067,1568,96067,"Mount Shasta",41.3383,-122.291,7309
VAJL-HUTAK,6905-NIQIN,1,0,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,"Credit Card",VAJL-HUTAK,14.78,14.78,59,No,No,Yes,50.65,50.65,0,6905-NIQIN,Churned,Yes,Competitor,"Competitor made better offer",6905-NIQIN,Male,26,No,No,0,92122,370,92122,"San Diego",32.8572,-117.21,34902
VBNF-VEYKL,5928-QLDHB,9,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",VBNF-VEYKL,34.75,312.75,3,No,No,No,76.25,684.85,0,5928-QLDHB,Stayed,No,NULL,NULL,5928-QLDHB,Male,48,No,No,0,91340,203,91340,"San Fernando",34.2861,-118.436,33389
VCOJ-VWZED,5961-VUSRV,12,0,No,None,No,Yes,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",VCOJ-VWZED,16.72,200.64,0,No,No,No,19.35,219.35,0,5961-VUSRV,Stayed,No,NULL,NULL,5961-VUSRV,Female,53,No,No,0,91403,223,91403,"Sherman Oaks",34.1471,-118.463,22085
VDIJ-WJFXL,5442-BXVND,33,2,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",VDIJ-WJFXL,9.97,329.01,0,No,No,No,24.25,838.5,0,5442-BXVND,Stayed,No,NULL,NULL,5442-BXVND,Female,49,No,Yes,2,92117,365,92117,"San Diego",32.8251,-117.199,51213
VEPQ-IAKVG,9494-MRNYX,10,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",VEPQ-IAKVG,17.98,179.8,26,No,No,No,75.05,786.3,0,9494-MRNYX,Stayed,No,NULL,NULL,9494-MRNYX,Male,22,No,No,0,95956,1491,95956,"Meadow Valley",39.937,-121.058,301
VFBE-VIJWU,8495-PRWFH,42,0,Yes,Cable,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",VFBE-VIJWU,27,1134,30,No,No,No,55.65,2421.75,0,8495-PRWFH,Stayed,No,NULL,NULL,8495-PRWFH,Female,66,Yes,No,0,95386,1219,95386,Waterford,37.6695,-120.627,8308
VFRC-GMEJZ,4859-ZSRDZ,58,1,Yes,Cable,Yes,No,No,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",VFRC-GMEJZ,0,0,11,Yes,Yes,Yes,55.5,3166.9,0,4859-ZSRDZ,Stayed,No,NULL,NULL,4859-ZSRDZ,Female,58,No,Yes,0,95687,1396,95687,Vacaville,38.3331,-121.92,63157
VFSB-LHHUK,8007-YYPWD,15,0,No,None,No,Yes,Yes,No,No,No,No,"Two Year",No,"Bank Withdrawal",VFSB-LHHUK,40.97,614.55,0,No,No,No,25.05,369.1,0,8007-YYPWD,Stayed,No,NULL,NULL,8007-YYPWD,Female,52,No,No,0,92548,501,92548,Homeland,33.7619,-117.121,4283
VGJS-DMXAI,6230-BSUXY,1,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",VGJS-DMXAI,42.5,42.5,8,No,Yes,No,85,85,0,6230-BSUXY,Churned,Yes,Dissatisfaction,"Network reliability",6230-BSUXY,Female,71,Yes,No,0,90723,140,90723,Paramount,33.8971,-118.164,55306
VHIE-HSJEI,8626-XHBIE,56,0,No,None,No,Yes,Yes,No,No,No,No,"Two Year",Yes,"Credit Card",VHIE-HSJEI,22.47,1258.32,0,No,No,No,24.8,1424.2,0,8626-XHBIE,Stayed,No,NULL,NULL,8626-XHBIE,Male,48,No,No,3,93656,809,93656,Riverdale,36.4522,-119.946,5729
VIPI-SBATX,5014-GSOUQ,13,0,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",VIPI-SBATX,18.73,243.49,0,No,No,No,19.95,243.65,0,5014-GSOUQ,Stayed,No,NULL,NULL,5014-GSOUQ,Male,59,No,No,0,95945,1481,95945,"Grass Valley",39.1945,-120.988,23990
VLJS-DTHWW,5129-JLPIS,25,0,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",VLJS-DTHWW,10.4,260,48,Yes,Yes,Yes,105.5,2686.05,0,5129-JLPIS,Stayed,No,NULL,NULL,5129-JLPIS,Male,27,No,No,0,90016,15,90016,"Los Angeles",34.0283,-118.354,46984
VLOR-IXSBK,6181-AXXYF,72,3,No,None,No,Yes,Yes,No,No,No,No,"Two Year",No,"Credit Card",VLOR-IXSBK,47.69,3433.68,0,No,No,No,24.75,1859.1,0,6181-AXXYF,Stayed,No,NULL,NULL,6181-AXXYF,Male,54,No,Yes,2,90660,126,90660,"Pico Rivera",33.9895,-118.089,63288
VNDV-LNMPO,7657-DYEPJ,38,0,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,"One Year",Yes,"Credit Card",VNDV-LNMPO,5.75,218.5,30,Yes,No,No,70.15,2497.35,0,7657-DYEPJ,Churned,Yes,Price,"Lack of affordable download/upload speed",7657-DYEPJ,Male,73,Yes,No,0,90024,22,90024,"Los Angeles",34.0663,-118.435,44150
VNSY-PMJGV,7278-CKDNC,24,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,"Two Year",Yes,"Bank Withdrawal",VNSY-PMJGV,46.13,1107.12,23,No,No,No,80.5,2088.45,0,7278-CKDNC,Stayed,No,NULL,NULL,7278-CKDNC,Male,76,Yes,No,0,93701,821,93701,Fresno,36.7494,-119.788,13858
VOLQ-UMKNS,8570-KLJYJ,36,0,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,"One Year",No,"Credit Card",VOLQ-UMKNS,25.95,934.2,21,No,No,No,54.45,1893.5,0,8570-KLJYJ,Stayed,No,NULL,NULL,8570-KLJYJ,Female,40,No,No,0,93420,702,93420,"Arroyo Grande",35.1762,-120.483,24499
VORJ-LNSNP,6347-DCUIK,10,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",VORJ-LNSNP,29.24,292.4,85,No,No,Yes,74.15,811.8,0,6347-DCUIK,Churned,Yes,Attitude,"Attitude of support person",6347-DCUIK,Male,28,No,No,0,90043,40,90043,"Los Angeles",33.9885,-118.334,44764
VPHH-RLTCK,6061-GWWAV,41,0,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",No,"Credit Card",VPHH-RLTCK,13.76,564.16,11,Yes,No,No,70.2,2894.55,0,6061-GWWAV,Stayed,No,NULL,NULL,6061-GWWAV,Male,44,No,No,1,93726,833,93726,Fresno,36.7936,-119.761,39148
VPYG-UFFZC,6979-ZNSFF,8,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",VPYG-UFFZC,45.59,364.72,8,Yes,No,No,87.05,762.1,0,6979-ZNSFF,Churned,Yes,Price,"Price too high",6979-ZNSFF,Female,48,No,No,0,95726,1415,95726,"Pollock Pines",38.7339,-120.453,8577
VQOQ-MVEAE,8957-THMOA,50,0,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",VQOQ-MVEAE,18.95,947.5,0,No,No,No,20.15,970.85,0,8957-THMOA,Stayed,No,NULL,NULL,8957-THMOA,Female,40,No,No,3,92314,435,92314,"Big Bear City",34.279,-116.774,9899
VRKI-HUOPL,8263-QMNTJ,72,2,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",VRKI-HUOPL,47.82,3443.04,21,Yes,Yes,Yes,115.55,8425.3,0,8263-QMNTJ,Stayed,No,NULL,NULL,8263-QMNTJ,Male,46,No,Yes,0,94104,892,94104,"San Francisco",37.7912,-122.402,384
VRQH-RLSOM,7134-MJPDY,66,0,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,No,Yes,"One Year",Yes,"Credit Card",VRQH-RLSOM,11.63,767.58,5,Yes,Yes,No,102.85,6976.75,0,7134-MJPDY,Stayed,No,NULL,NULL,7134-MJPDY,Female,69,Yes,No,0,93021,611,93021,Moorpark,34.3129,-118.858,32984
VSNG-FECTN,8295-FHIVV,7,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",VSNG-FECTN,9.19,64.33,0,No,No,No,19.4,168.65,0,8295-FHIVV,Stayed,No,NULL,NULL,8295-FHIVV,Male,63,No,No,0,95043,1079,95043,Paicines,36.5257,-120.952,813
VSOM-PFLJM,8905-IAZPF,69,4,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,No,"One Year",Yes,"Credit Card",VSOM-PFLJM,46.87,3234.03,11,Yes,Yes,Yes,95.65,6744.2,0,8905-IAZPF,Stayed,No,NULL,NULL,8905-IAZPF,Female,32,No,Yes,0,92624,532,92624,"Capistrano Beach",33.4588,-117.665,7465
VSPX-DLBHZ,8709-KRDVL,33,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",VSPX-DLBHZ,16.57,546.81,30,Yes,Yes,Yes,100,3320.6,0,8709-KRDVL,Stayed,No,NULL,NULL,8709-KRDVL,Female,44,No,No,0,96085,1578,96085,"Scott Bar",41.738,-123.076,88
VTKZ-DEEMS,8083-YTZES,4,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",VTKZ-DEEMS,47.82,191.28,13,No,No,No,74.35,265.35,0,8083-YTZES,Churned,Yes,Attitude,"Attitude of support person",8083-YTZES,Male,52,No,No,0,92113,361,92113,"San Diego",32.6971,-117.117,47431
VUBP-METKK,7753-USQYQ,55,0,Yes,Cable,No,Yes,No,Yes,No,Yes,No,"One Year",Yes,"Bank Withdrawal",VUBP-METKK,27.65,1520.75,26,No,Yes,Yes,64.2,3627.3,0,7753-USQYQ,Stayed,No,NULL,NULL,7753-USQYQ,Male,47,No,No,0,91792,284,91792,"West Covina",34.0244,-117.899,31622
VVLH-DJILF,5651-CPDND,10,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",VVLH-DJILF,13.51,135.1,14,No,No,No,46,492.1,0,5651-CPDND,Stayed,No,NULL,NULL,5651-CPDND,Male,45,No,No,0,94578,979,94578,"San Leandro",37.7044,-122.127,36568
VWSG-UDKLA,5756-JYOJT,11,0,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,"One Year",No,"Credit Card",VWSG-UDKLA,5,55,23,No,Yes,Yes,64.9,697.25,0,5756-JYOJT,Stayed,No,NULL,NULL,5756-JYOJT,Female,55,No,No,0,92706,566,92706,"Santa Ana",33.7659,-117.882,37879
VYWV-PPPKA,6519-CFDBX,2,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",VYWV-PPPKA,10.81,21.62,13,No,No,No,45.4,80.95,0,6519-CFDBX,Joined,No,NULL,NULL,6519-CFDBX,Female,31,No,No,0,90505,111,90505,Torrance,33.8079,-118.348,34873
VZAR-AFFPZ,7968-QUXNS,6,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Mailed Check",VZAR-AFFPZ,27.54,165.24,0,No,No,No,18.95,110.15,0,7968-QUXNS,Stayed,No,NULL,NULL,7968-QUXNS,Male,24,No,No,0,95935,1472,95935,Dobbins,39.3812,-121.212,614
WAGE-YVPCT,5393-HJZSM,32,1,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",WAGE-YVPCT,32.43,1037.76,19,No,Yes,Yes,76.3,2404.15,0,5393-HJZSM,Stayed,No,NULL,NULL,5393-HJZSM,Female,54,No,Yes,1,94129,910,94129,"San Francisco",37.7975,-122.465,2240
WAWD-IXGTH,8715-KKTFG,61,6,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",WAWD-IXGTH,18.03,1099.83,22,Yes,Yes,Yes,103.3,6518.35,0,8715-KKTFG,Stayed,No,NULL,NULL,8715-KKTFG,Female,63,No,Yes,0,95661,1374,95661,Roseville,38.7367,-121.252,25173
WAYP-YLORL,9572-WUKSB,3,5,Yes,DSL,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",WAYP-YLORL,0,0,41,No,No,No,29.9,92.25,0,9572-WUKSB,Joined,No,NULL,NULL,9572-WUKSB,Male,22,No,Yes,0,91030,169,91030,"South Pasadena",34.1104,-118.157,23984
WBEZ-ZCQVF,7244-KXYZN,24,0,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Credit Card",WBEZ-ZCQVF,5.98,143.52,0,No,No,No,20.45,527.35,0,7244-KXYZN,Stayed,No,NULL,NULL,7244-KXYZN,Female,25,No,No,0,95357,1199,95357,Modesto,37.6705,-120.878,13343
WCGS-UNNXD,7971-HLVXI,72,4,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,"Two Year",Yes,"Credit Card",WCGS-UNNXD,44,3168,20,No,Yes,Yes,84.5,6130.85,0,7971-HLVXI,Stayed,No,NULL,NULL,7971-HLVXI,Male,62,No,Yes,2,92404,479,92404,"San Bernardino",34.1833,-117.222,53636
WCMP-QXJNO,5966-EMAZU,64,1,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Credit Card",WCMP-QXJNO,4.01,256.64,71,Yes,Yes,Yes,108.5,6880.85,0,5966-EMAZU,Stayed,No,NULL,NULL,5966-EMAZU,Male,27,No,Yes,0,96112,1598,96112,"Fort Bidwell",41.9322,-120.136,231
WDKG-RQQBJ,4946-EDSEW,11,1,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",WDKG-RQQBJ,29.01,319.11,0,No,No,No,19.25,180.3,0,4946-EDSEW,Churned,Yes,Attitude,"Attitude of support person",4946-EDSEW,Female,35,No,Yes,3,90221,67,90221,Compton,33.8858,-118.206,51387
WDOX-XIOZV,6556-DBKZF,71,6,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",WDOX-XIOZV,9.4,667.4,10,No,No,No,76.05,5436.45,0,6556-DBKZF,Stayed,No,NULL,NULL,6556-DBKZF,Female,38,No,Yes,1,91915,295,91915,"Chula Vista",32.605,-116.976,9278
WDPN-ZQPMD,7601-WFVZV,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",WDPN-ZQPMD,17.94,17.94,0,No,No,No,19.55,19.55,0,7601-WFVZV,Joined,No,NULL,NULL,7601-WFVZV,Male,35,No,No,0,95936,1473,95936,Downieville,39.5788,-120.781,404
WDVU-YZJDT,7105-MXJLL,26,2,Yes,Cable,Yes,Yes,No,No,No,No,Yes,"One Year",No,"Credit Card",WDVU-YZJDT,17.12,445.12,17,No,Yes,No,60.7,1597.4,0,7105-MXJLL,Stayed,No,NULL,NULL,7105-MXJLL,Female,76,Yes,Yes,0,91355,212,91355,Valencia,34.4399,-118.645,24977
WHEX-CCCVD,6994-KERXL,4,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",WHEX-CCCVD,17.7,70.8,22,No,Yes,Yes,55.9,238.5,0,6994-KERXL,Stayed,No,NULL,NULL,6994-KERXL,Male,51,No,No,0,90704,131,90704,Avalon,33.3912,-118.421,3699
WICK-TUJOK,5117-ZSMHQ,71,9,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",WICK-TUJOK,37.57,2667.47,85,Yes,Yes,Yes,89.9,6342.7,0,5117-ZSMHQ,Stayed,No,NULL,NULL,5117-ZSMHQ,Female,22,No,Yes,1,95666,1379,95666,Pioneer,38.547,-120.271,5501
WKFV-PVQKY,6221-AVQYL,2,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Credit Card",WKFV-PVQKY,2.96,5.92,15,No,No,No,73.25,131.05,0,6221-AVQYL,Churned,Yes,Price,"Price too high",6221-AVQYL,Male,37,No,No,0,91203,181,91203,Glendale,34.1533,-118.263,14493
WKIU-KZTPE,4897-QSUYC,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",WKIU-KZTPE,21.59,21.59,0,No,No,No,20.15,20.15,0,4897-QSUYC,Churned,Yes,Attitude,"Attitude of support person",4897-QSUYC,Female,42,No,No,0,92304,428,92304,Amboy,34.5599,-115.637,42
WKKF-TDOMQ,9798-OPFEM,46,0,No,None,No,Yes,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",WKKF-TDOMQ,32.78,1507.88,0,No,No,No,21.1,937.1,0,9798-OPFEM,Stayed,No,NULL,NULL,9798-OPFEM,Female,42,No,No,0,96006,1522,96006,Adin,41.1716,-120.913,615
WKQW-QPWUM,9921-ZVRHG,14,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",WKQW-QPWUM,1.19,16.66,23,No,No,No,80.45,1072,0,9921-ZVRHG,Churned,Yes,Competitor,"Competitor had better devices",9921-ZVRHG,Female,44,No,No,0,93673,819,93673,Traver,36.4561,-119.486,646
WOPY-SPHVA,7853-WNZSY,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",WOPY-SPHVA,1.61,1.61,0,No,No,No,19.75,19.75,0,7853-WNZSY,Joined,No,NULL,NULL,7853-WNZSY,Male,58,No,No,0,95317,1171,95317,"El Nido",37.1274,-120.506,808
WORP-AWESQ,7295-JOMMD,4,0,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",WORP-AWESQ,5.63,22.52,18,Yes,Yes,Yes,98.1,396.3,0,7295-JOMMD,Churned,Yes,Competitor,"Competitor made better offer",7295-JOMMD,Female,34,No,No,0,95135,1116,95135,"San Jose",37.2868,-121.724,15798
WQSF-LIKEX,7228-PAQPD,14,0,Yes,Cable,Yes,Yes,No,Yes,No,No,No,"One Year",No,"Credit Card",WQSF-LIKEX,34.01,476.14,69,No,Yes,Yes,59.1,772.85,0,7228-PAQPD,Stayed,No,NULL,NULL,7228-PAQPD,Female,19,No,No,0,92027,324,92027,Escondido,33.1413,-116.967,48690
WRLB-MWNFG,7402-EYFXX,26,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",WRLB-MWNFG,25.04,651.04,9,Yes,Yes,Yes,93.6,2404.1,0,7402-EYFXX,Stayed,No,NULL,NULL,7402-EYFXX,Male,65,Yes,No,0,95563,1316,95563,Salyer,40.8987,-123.54,660
WRQL-XPAKX,6341-AEVKX,62,5,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",WRQL-XPAKX,44.95,2786.9,5,Yes,Yes,Yes,104.3,6613.65,0,6341-AEVKX,Stayed,No,NULL,NULL,6341-AEVKX,Female,37,No,Yes,0,91762,267,91762,Ontario,34.0573,-117.668,54254
WRSA-PKVQI,8203-XJZRC,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",WRSA-PKVQI,40.46,40.46,0,No,No,No,20.25,20.25,0,8203-XJZRC,Joined,No,NULL,NULL,8203-XJZRC,Male,44,No,No,0,91914,294,91914,"Chula Vista",32.6885,-116.939,2606
WSEM-ANUFV,7868-TMWMZ,60,2,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",WSEM-ANUFV,24.62,1477.2,30,Yes,Yes,No,110,6668.35,0,7868-TMWMZ,Stayed,No,NULL,NULL,7868-TMWMZ,Female,69,Yes,Yes,0,94703,1010,94703,Berkeley,37.8638,-122.276,19763
WSGR-JMCKV,6345-HOVES,34,0,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",WSGR-JMCKV,0,0,28,No,No,No,25.05,852.7,0,6345-HOVES,Stayed,No,NULL,NULL,6345-HOVES,Male,59,No,No,0,93402,700,93402,"Los Osos",35.28,-120.824,14859
WSQC-OXTJA,5753-QQWPW,28,0,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",WSQC-OXTJA,11.32,316.96,11,No,No,No,59.9,1654.7,0,5753-QQWPW,Stayed,No,NULL,NULL,5753-QQWPW,Female,57,No,No,0,92656,545,92656,"Aliso Viejo",33.5713,-117.732,41237
WTTX-IZIFY,8851-RAGOV,25,10,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Credit Card",WTTX-IZIFY,2.34,58.5,73,No,Yes,Yes,71.05,1837.7,28.08,8851-RAGOV,Stayed,No,NULL,NULL,8851-RAGOV,Female,25,No,Yes,0,93065,621,93065,"Simi Valley",34.2694,-118.768,64802
WUBK-REQDM,8627-ZYGSZ,47,8,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,"One Year",Yes,"Bank Withdrawal",WUBK-REQDM,39.52,1857.44,30,No,No,No,78.9,3650.35,0,8627-ZYGSZ,Stayed,No,NULL,NULL,8627-ZYGSZ,Male,32,No,Yes,0,90220,66,90220,Compton,33.8815,-118.234,47305
